attachment_id,created,description,filename,mime_type,sha256,relpath
c88d813f-8d27-4450-b9f0-875112685200,2026-02-26,Synthetic opening balance voucher evidence,opening-2024-01-01.txt,text/plain; charset=utf-8,282409b1de7306f0c75794548e38d221330f58b69a34b178d19a25da9e90bd15,attachments/2026/02/20260225-opening-2024-01-01.txt
7beed1c4-72d1-4314-ae0d-c8d5fb002f01,2026-02-26,Synthetic invoice evidence S-9001,invoice-s9001-2024-01-10.txt,text/plain; charset=utf-8,13a8455e2adb14b592cbdc7d99d961b005863bf1a609164bb6a3b98e882456f8,attachments/2026/02/20260225-invoice-s9001-2024-01-10.txt
7542dd5b-b71a-4949-8386-de9185634a2b,2026-02-26,Synthetic invoice evidence P-9101,invoice-p9101-2024-01-12.txt,text/plain; charset=utf-8,f931891f5f19a12408b0c8f9c1a9ad98183f8ec6cbc5fc40dcb51e0247fc58f8,attachments/2026/02/20260225-invoice-p9101-2024-01-12.txt
4ba2d21c-c6b7-4102-93f1-d510c8d99f7b,2026-02-26,Synthetic bank evidence synth-b-001,bank-synth-b-001-2024-01-15.txt,text/plain; charset=utf-8,200e94180094410c1962648dbae65e5da6f153825ee4de331c55f8d81c779f67,attachments/2026/02/20260225-bank-synth-b-001-2024-01-15.txt
3f5643a7-5e3c-40c8-8467-00ca2529e93d,2026-02-26,Synthetic bank evidence synth-b-002,bank-synth-b-002-2024-01-22.txt,text/plain; charset=utf-8,59780f1c75bc0c4fb487c05171db38603e5f2329bf9e6d995f13c5435710138e,attachments/2026/02/20260225-bank-synth-b-002-2024-01-22.txt
b18e60c3-87ed-4cd3-9ba1-ff92ce50e107,2026-02-26,Synthetic bank evidence synth-b-040,bank-synth-b-040-2024-01-26.txt,text/plain; charset=utf-8,b4c614905a0dab90746a1b3cc6dae32714389cfe6e1b047495c61449e05b64ad,attachments/2026/02/20260225-bank-synth-b-040-2024-01-26.txt
1d353dab-6eeb-414b-9ea0-c80d45ca7dc6,2026-02-26,Synthetic bank evidence synth-b-041,bank-synth-b-041-2024-01-26.txt,text/plain; charset=utf-8,05e19868a89e29dab4836a048aba88e485e24976f1f7cc1dba98230c39a63c0c,attachments/2026/02/20260225-bank-synth-b-041-2024-01-26.txt
bcf4c489-26e4-4aed-a5ea-c8efad9a87af,2026-02-26,Synthetic invoice evidence S-9004,invoice-s9004-2024-02-05.txt,text/plain; charset=utf-8,3aaeaee8ae34b6707fddc1a9d6aa13b59efb07ea55376927d957ae3eb8faef12,attachments/2026/02/20260225-invoice-s9004-2024-02-05.txt
02bc40e6-9098-4b4c-af4c-c30df8760dbf,2026-02-26,Synthetic Verohallinto VAT application evidence 2024-01,vat-application-2024-01.txt,text/plain; charset=utf-8,dcd1654d415735a253d8193d0fcc84a34f9eb8d195763a0af8747498afa67bc9,attachments/2026/02/20260225-vat-application-2024-01.txt
0bee8939-6e26-46bd-92a9-05702a086c4b,2026-02-26,Synthetic bank evidence synth-b-010,bank-synth-b-010-2024-02-16.txt,text/plain; charset=utf-8,484c83909c08287aa65f4aae4f929657e7684532fed44ef0229617f442205178,attachments/2026/02/20260225-bank-synth-b-010-2024-02-16.txt
d2eacb45-ecd5-40f7-b3fa-bc66f69dc37f,2026-02-26,Synthetic bank evidence synth-b-042,bank-synth-b-042-2024-02-27.txt,text/plain; charset=utf-8,5fcb84d26f4a453489a7b6c3fbb1dc302ce36992d67ac62c41f00da351fd186d,attachments/2026/02/20260225-bank-synth-b-042-2024-02-27.txt
c6f3379c-d863-46f4-86ab-5687636e3268,2026-02-26,Synthetic bank evidence synth-b-043,bank-synth-b-043-2024-02-27.txt,text/plain; charset=utf-8,0f5ce5815443c7323907035b117f8ea6d053848cb6565839f6f8ae72fb241ed2,attachments/2026/02/20260225-bank-synth-b-043-2024-02-27.txt
6d768ef0-c33f-4318-b0da-38cb381f851d,2026-02-26,Synthetic invoice evidence S-9002,invoice-s9002-2024-03-05.txt,text/plain; charset=utf-8,8f70c2db5a5bd879f43652f579a47fd027b4cdf1454ba6c2ba6b1e4da80b2fbf,attachments/2026/02/20260225-invoice-s9002-2024-03-05.txt
ee26087e-4e86-455e-9068-5ce568ae7f02,2026-02-26,Synthetic invoice evidence P-9102,invoice-p9102-2024-03-08.txt,text/plain; charset=utf-8,7898bc750283c197affc7bac27ffb1bcd2bbafe1581334c1e81d30f9a1814de4,attachments/2026/02/20260225-invoice-p9102-2024-03-08.txt
b1834208-c782-4507-8f04-462a29a746c4,2026-02-26,Synthetic Verohallinto VAT application evidence 2024-02,vat-application-2024-02.txt,text/plain; charset=utf-8,eec71fa94b4958bf360ffc30268b5a5be4224f3e84c60243ed37f42c0ff16770,attachments/2026/02/20260225-vat-application-2024-02.txt
c2ec496b-feb0-41e4-a210-9dd036b81ded,2026-02-26,Synthetic bank evidence synth-b-003,bank-synth-b-003-2024-03-12.txt,text/plain; charset=utf-8,1a67e78dc4b9ead1138d890e3e7eb65383030e15a91bb52f754b2c6211855a43,attachments/2026/02/20260225-bank-synth-b-003-2024-03-12.txt
7c124846-bc57-4877-8b28-dedd5aba018b,2026-02-26,Synthetic bank evidence synth-b-004,bank-synth-b-004-2024-03-20.txt,text/plain; charset=utf-8,76a54ecebcb556857c7e49ff9c932a6c7a5ffe4411502afb3f65935d7f9fbcd2,attachments/2026/02/20260225-bank-synth-b-004-2024-03-20.txt
142e3652-349e-4a75-ba2c-b4ab65766ad7,2026-02-26,Synthetic bank evidence synth-b-044,bank-synth-b-044-2024-03-28.txt,text/plain; charset=utf-8,92e0e85479222935566d1461dcc683093c40747a9a7ba7ae314ae3b92bb71561,attachments/2026/02/20260225-bank-synth-b-044-2024-03-28.txt
f9e23567-80d0-4fc0-821e-1ece754aaf17,2026-02-26,Synthetic bank evidence synth-b-045,bank-synth-b-045-2024-03-28.txt,text/plain; charset=utf-8,0c908fa595d8e8e508ae14fe11239d017ef0d7cc5a690c2e20bb4d21587e1c3f,attachments/2026/02/20260225-bank-synth-b-045-2024-03-28.txt
3fb299d8-0246-4f00-b0db-2c9337744c05,2026-02-26,Synthetic invoice evidence P-9104,invoice-p9104-2024-04-04.txt,text/plain; charset=utf-8,cf6979f64ea9eb3c7de94fd06876ea887285414b218097f6d414f8c72b589c38,attachments/2026/02/20260225-invoice-p9104-2024-04-04.txt
3ac0cdbd-f7ec-48cd-9038-a55d76121e7b,2026-02-26,Synthetic Verohallinto VAT application evidence 2024-03,vat-application-2024-03.txt,text/plain; charset=utf-8,1e60be51f6669ac683d8085354e3f0d8e86d33dd5f2e63b34269d114fb7570fe,attachments/2026/02/20260225-vat-application-2024-03.txt
df19953a-154f-4db1-b65e-63be0d4ddd97,2026-02-26,Synthetic bank evidence synth-b-011,bank-synth-b-011-2024-04-18.txt,text/plain; charset=utf-8,8daf7a35fba93bc0f8c6d7d2694631166783f07a8475113a6863c8e5108a3baf,attachments/2026/02/20260225-bank-synth-b-011-2024-04-18.txt
