attachment_id,created,description,filename,mime_type,sha256,relpath
5f9770a2-6979-4fab-808b-704b36f05bd7,2026-02-22,Synthetic opening balance voucher evidence,opening-2024-01-01.txt,text/plain; charset=utf-8,282409b1de7306f0c75794548e38d221330f58b69a34b178d19a25da9e90bd15,attachments/2026/02/20260222-opening-2024-01-01.txt
e9268c36-9227-4b9b-8000-e59271caf0d8,2026-02-22,Synthetic invoice evidence S-9001,invoice-s9001-2024-01-10.txt,text/plain; charset=utf-8,13a8455e2adb14b592cbdc7d99d961b005863bf1a609164bb6a3b98e882456f8,attachments/2026/02/20260222-invoice-s9001-2024-01-10.txt
f899670e-752b-4b91-aac0-88c8f41b3cc2,2026-02-22,Synthetic invoice evidence P-9101,invoice-p9101-2024-01-12.txt,text/plain; charset=utf-8,f931891f5f19a12408b0c8f9c1a9ad98183f8ec6cbc5fc40dcb51e0247fc58f8,attachments/2026/02/20260222-invoice-p9101-2024-01-12.txt
9f3d29f9-eacf-4bb4-9721-3a24804f6d82,2026-02-22,Synthetic bank evidence synth-b-001,bank-synth-b-001-2024-01-15.txt,text/plain; charset=utf-8,200e94180094410c1962648dbae65e5da6f153825ee4de331c55f8d81c779f67,attachments/2026/02/20260222-bank-synth-b-001-2024-01-15.txt
f82033c6-0254-4194-adf6-7aee6eb155a7,2026-02-22,Synthetic bank evidence synth-b-002,bank-synth-b-002-2024-01-22.txt,text/plain; charset=utf-8,59780f1c75bc0c4fb487c05171db38603e5f2329bf9e6d995f13c5435710138e,attachments/2026/02/20260222-bank-synth-b-002-2024-01-22.txt
635d1b00-2eaf-40b6-87ef-86038adc2584,2026-02-22,Synthetic invoice evidence S-9004,invoice-s9004-2024-02-05.txt,text/plain; charset=utf-8,3aaeaee8ae34b6707fddc1a9d6aa13b59efb07ea55376927d957ae3eb8faef12,attachments/2026/02/20260222-invoice-s9004-2024-02-05.txt
1c15d215-c03a-4016-ab00-a0372677af30,2026-02-22,Synthetic Verohallinto VAT application evidence 2024-01,vat-application-2024-01.txt,text/plain; charset=utf-8,dcd1654d415735a253d8193d0fcc84a34f9eb8d195763a0af8747498afa67bc9,attachments/2026/02/20260222-vat-application-2024-01.txt
96f36b4c-e835-4731-a317-4e592b6626a2,2026-02-22,Synthetic bank evidence synth-b-010,bank-synth-b-010-2024-02-16.txt,text/plain; charset=utf-8,484c83909c08287aa65f4aae4f929657e7684532fed44ef0229617f442205178,attachments/2026/02/20260222-bank-synth-b-010-2024-02-16.txt
50016289-f917-4401-925c-8d158647ad3d,2026-02-22,Synthetic invoice evidence S-9002,invoice-s9002-2024-03-05.txt,text/plain; charset=utf-8,8f70c2db5a5bd879f43652f579a47fd027b4cdf1454ba6c2ba6b1e4da80b2fbf,attachments/2026/02/20260222-invoice-s9002-2024-03-05.txt
251fbb58-7054-4855-8ec3-7a05013d5437,2026-02-22,Synthetic invoice evidence P-9102,invoice-p9102-2024-03-08.txt,text/plain; charset=utf-8,7898bc750283c197affc7bac27ffb1bcd2bbafe1581334c1e81d30f9a1814de4,attachments/2026/02/20260222-invoice-p9102-2024-03-08.txt
7ef2a619-8ba2-42bf-83c1-f70b6153e746,2026-02-22,Synthetic Verohallinto VAT application evidence 2024-02,vat-application-2024-02.txt,text/plain; charset=utf-8,eec71fa94b4958bf360ffc30268b5a5be4224f3e84c60243ed37f42c0ff16770,attachments/2026/02/20260222-vat-application-2024-02.txt
d2824f31-0452-4825-8822-3ce4fbe03c50,2026-02-22,Synthetic bank evidence synth-b-003,bank-synth-b-003-2024-03-12.txt,text/plain; charset=utf-8,1a67e78dc4b9ead1138d890e3e7eb65383030e15a91bb52f754b2c6211855a43,attachments/2026/02/20260222-bank-synth-b-003-2024-03-12.txt
8ccc52a0-cc7a-4332-8bd3-72e6b29733fa,2026-02-22,Synthetic bank evidence synth-b-004,bank-synth-b-004-2024-03-20.txt,text/plain; charset=utf-8,76a54ecebcb556857c7e49ff9c932a6c7a5ffe4411502afb3f65935d7f9fbcd2,attachments/2026/02/20260222-bank-synth-b-004-2024-03-20.txt
dd0e2190-7552-4589-8869-8d8e0e27c7ff,2026-02-22,Synthetic invoice evidence P-9104,invoice-p9104-2024-04-04.txt,text/plain; charset=utf-8,cf6979f64ea9eb3c7de94fd06876ea887285414b218097f6d414f8c72b589c38,attachments/2026/02/20260222-invoice-p9104-2024-04-04.txt
33214b3f-ad1a-4109-bf95-2e34ffc1f8ed,2026-02-22,Synthetic Verohallinto VAT application evidence 2024-03,vat-application-2024-03.txt,text/plain; charset=utf-8,1e60be51f6669ac683d8085354e3f0d8e86d33dd5f2e63b34269d114fb7570fe,attachments/2026/02/20260222-vat-application-2024-03.txt
35efb75c-7a70-4cfe-9ff3-bfc2e1a8b3ba,2026-02-22,Synthetic bank evidence synth-b-011,bank-synth-b-011-2024-04-18.txt,text/plain; charset=utf-8,8daf7a35fba93bc0f8c6d7d2694631166783f07a8475113a6863c8e5108a3baf,attachments/2026/02/20260222-bank-synth-b-011-2024-04-18.txt
6f2a21d2-bc88-4a41-a8a5-82d526677596,2026-02-22,Synthetic invoice evidence S-9005,invoice-s9005-2024-05-07.txt,text/plain; charset=utf-8,283b93e81f296de8081d9697ac35a2e0c7a04a1c5050ae43dc01fc526c9bf5a2,attachments/2026/02/20260222-invoice-s9005-2024-05-07.txt
7e2b696d-2f67-426e-af2c-91dc57f1eecc,2026-02-22,Synthetic Verohallinto VAT application evidence 2024-04,vat-application-2024-04.txt,text/plain; charset=utf-8,c013c79a41920bb615e8042c3c45630bfd8b40a317aab8a7228bde227c69d7b2,attachments/2026/02/20260222-vat-application-2024-04.txt
228aae78-8828-41a1-b9ee-63eeeaca89f1,2026-02-22,Synthetic bank evidence synth-b-012,bank-synth-b-012-2024-05-20.txt,text/plain; charset=utf-8,f99dd9bb9949d5947c49ff6930b3bcc92b2e1515e77456fb73ab918da69a3889,attachments/2026/02/20260222-bank-synth-b-012-2024-05-20.txt
1e644188-36cb-4262-9a4d-65ccc6163e16,2026-02-22,Synthetic invoice evidence P-9105,invoice-p9105-2024-06-06.txt,text/plain; charset=utf-8,4845cf9d19d5ab0fb790132a2d1083272e1bc702af60c463a57be4adbd1f320c,attachments/2026/02/20260222-invoice-p9105-2024-06-06.txt
eb252d5e-be38-4a59-8e41-01401746ed9c,2026-02-22,Synthetic Verohallinto VAT application evidence 2024-05,vat-application-2024-05.txt,text/plain; charset=utf-8,921e90813420e196d4b600664cddd27b81368496ad4b6869c42b308106ff8bac,attachments/2026/02/20260222-vat-application-2024-05.txt
e6dec24f-c4be-4f59-943d-99d8e566a258,2026-02-22,Synthetic bank evidence synth-b-013,bank-synth-b-013-2024-06-20.txt,text/plain; charset=utf-8,d6713b260aa158c72c0a86b6bd13440cf724a20f0ff0c2b25c7a9f9404973a2a,attachments/2026/02/20260222-bank-synth-b-013-2024-06-20.txt
17165398-cbd2-4a62-b326-8372979f02ef,2026-02-22,Synthetic asset acquisition evidence a1001,asset-acquire-a1001-2024-06-28.txt,text/plain; charset=utf-8,0e4aa90bfc064ebbe37be11651ca0e214267b37caae134158297404f62f3faaa,attachments/2026/02/20260222-asset-acquire-a1001-2024-06-28.txt
a8baaad7-7dce-4c83-95ef-c0edc66e7684,2026-02-22,Synthetic invoice evidence S-9006,invoice-s9006-2024-07-08.txt,text/plain; charset=utf-8,579f7f080a457d3a64bed9a3dd1ba79bdf209e956904827f5da4b9d24351c99c,attachments/2026/02/20260222-invoice-s9006-2024-07-08.txt
c5ddf823-8426-4919-a438-0883e5b3dc47,2026-02-22,Synthetic Verohallinto VAT application evidence 2024-06,vat-application-2024-06.txt,text/plain; charset=utf-8,f858c4f7654f384f885a2818827831820cf0fc1d2695ad6423bebd794ea4db85,attachments/2026/02/20260222-vat-application-2024-06.txt
0d0899f9-4541-490f-8039-ef21091aa65e,2026-02-22,Synthetic bank evidence synth-b-014,bank-synth-b-014-2024-07-22.txt,text/plain; charset=utf-8,dbde38896f7e7f0660f34be599201d4b5b6b40cab391e9eb0a814d8081cf8890,attachments/2026/02/20260222-bank-synth-b-014-2024-07-22.txt
903d9d6b-a79a-4b7c-9bd5-fb938393bf6e,2026-02-22,Synthetic invoice evidence P-9106,invoice-p9106-2024-08-05.txt,text/plain; charset=utf-8,778370817cf896f3224901a71bcec56c6c26c7294e9a6bb8579c312883830ca6,attachments/2026/02/20260222-invoice-p9106-2024-08-05.txt
b71fd843-3e17-450f-a157-e8915136d8af,2026-02-22,Synthetic Verohallinto VAT application evidence 2024-07,vat-application-2024-07.txt,text/plain; charset=utf-8,277efaeee1ef6ea6929e6bd8ad6de87c3628418fc6c22fd90a1111cf08590faf,attachments/2026/02/20260222-vat-application-2024-07.txt
7de9fe21-e727-4e18-a48b-1bb4b0183b05,2026-02-22,Synthetic bank evidence synth-b-015,bank-synth-b-015-2024-08-19.txt,text/plain; charset=utf-8,e65b7120798185f85504e1777cf388696d2c81269d0307974d7465df88fc48bb,attachments/2026/02/20260222-bank-synth-b-015-2024-08-19.txt
044d4a0b-3c39-469d-b28e-ee32697743ce,2026-02-22,Synthetic invoice evidence S-9003,invoice-s9003-2024-09-02.txt,text/plain; charset=utf-8,6f5611cef69b44c63665161ed69657fac8f2310b264d725568fee5eec10ce36d,attachments/2026/02/20260222-invoice-s9003-2024-09-02.txt
95e25738-94f3-4a03-a580-558df0485b07,2026-02-22,Synthetic invoice evidence P-9103,invoice-p9103-2024-09-03.txt,text/plain; charset=utf-8,dc2418743eb54ac79aeb63247c5a9abb74f1126023670426fa4f5c201ca7022b,attachments/2026/02/20260222-invoice-p9103-2024-09-03.txt
213b6724-7da9-4e67-9ce6-ea786ef0154d,2026-02-22,Synthetic bank evidence synth-b-005,bank-synth-b-005-2024-09-06.txt,text/plain; charset=utf-8,714f4bbfc6540cddc2b2810cd83844811ffb4fab46aa42eff11975b93e186820,attachments/2026/02/20260222-bank-synth-b-005-2024-09-06.txt
7b9bfdaa-2fb6-4157-b7db-a2265d9f61d2,2026-02-22,Synthetic bank evidence synth-b-006,bank-synth-b-006-2024-09-11.txt,text/plain; charset=utf-8,2122105c90440fbb90a7edccb1f28134865a0ccc7d351a099618f028b90ca50e,attachments/2026/02/20260222-bank-synth-b-006-2024-09-11.txt
e01243d3-736f-44c3-bb9a-26807aaf75fe,2026-02-22,Synthetic Verohallinto VAT application evidence 2024-08,vat-application-2024-08.txt,text/plain; charset=utf-8,b24f59af78943265c2431ce4bba6bb65c9d67f3ae73dcaddedc86a6cdd657e56,attachments/2026/02/20260222-vat-application-2024-08.txt
1c999d60-e1da-4fd3-b51f-7d8445e973a1,2026-02-22,Synthetic bank evidence synth-b-007,bank-synth-b-007-2024-09-13.txt,text/plain; charset=utf-8,672f2253770da179bd2ef8047953c579a8461c85c6356332155a217f4b4079c4,attachments/2026/02/20260222-bank-synth-b-007-2024-09-13.txt
405daab8-09bf-4378-8acc-0e06b0f657de,2026-02-22,Synthetic bank evidence synth-b-008,bank-synth-b-008-2024-09-17.txt,text/plain; charset=utf-8,17e8764096621486fec80926da5fdb36879e54bfd06994c1aeefef2a298a1482,attachments/2026/02/20260222-bank-synth-b-008-2024-09-17.txt
dc81649f-1221-4f22-8324-4951d866c6f6,2026-02-22,Synthetic invoice evidence S-9007,invoice-s9007-2024-10-03.txt,text/plain; charset=utf-8,05a60f36efabeddde4d90b56248a21f7f275aeeb6565bd59babd0e02575ed484,attachments/2026/02/20260222-invoice-s9007-2024-10-03.txt
f6e5df7a-306a-401e-bc8d-688bc5cc10c7,2026-02-22,Synthetic invoice evidence S-9008,invoice-s9008-2024-10-08.txt,text/plain; charset=utf-8,5ac3ad2c4ff307d2f42c84eb9e04b750d2cdba79976391b9ac4e6847db1d44bf,attachments/2026/02/20260222-invoice-s9008-2024-10-08.txt
7b7c23ff-c2e1-4065-8dce-b38fbd89031f,2026-02-22,Synthetic invoice evidence S-9009,invoice-s9009-2024-10-09.txt,text/plain; charset=utf-8,dfac6ba3384b65f83dd8004f57566653237b0eb4c17acbb175eafbbd79fc00f8,attachments/2026/02/20260222-invoice-s9009-2024-10-09.txt
5e7ae08b-5205-42e6-834f-a7625541980c,2026-02-22,Synthetic invoice evidence P-9108,invoice-p9108-2024-10-09.txt,text/plain; charset=utf-8,cfc9d936419ce48babd6969ef9e5389ed4f272c11f31897da988ee6613cb49ee,attachments/2026/02/20260222-invoice-p9108-2024-10-09.txt
ce8724db-2df7-478d-99a0-c9c2caf56e3f,2026-02-22,Synthetic Verohallinto VAT application evidence 2024-09,vat-application-2024-09.txt,text/plain; charset=utf-8,19f0096ca7721d983538da8681f24bffa69cd69f4657281c06f185834a0fcd09,attachments/2026/02/20260222-vat-application-2024-09.txt
b5f59cc3-8032-4e71-bc3c-3e99c93fc2b8,2026-02-22,Synthetic bank evidence synth-b-016,bank-synth-b-016-2024-10-16.txt,text/plain; charset=utf-8,509acd6e5f512cdb9b56e70b6b157b85be5ae40035709c8fe67b91c3dab72149,attachments/2026/02/20260222-bank-synth-b-016-2024-10-16.txt
efa274c8-01b6-47d1-84c2-e89f383a9eca,2026-02-22,Synthetic bank evidence synth-b-018,bank-synth-b-018-2024-10-18.txt,text/plain; charset=utf-8,4dd0aad35fef23fdc0c32537964e08c27e46a00f6d85e139e3cd64c18b30976c,attachments/2026/02/20260222-bank-synth-b-018-2024-10-18.txt
